championName,assists,baronKills,bountyLevel,consumablesPurchased,damageDealtToBuildings,damageDealtToObjectives,damageDealtToTurrets,damageSelfMitigated,deaths,detectorWardsPlaced,doubleKills,dragonKills,firstBloodAssist,firstBloodKill,firstTowerAssist,firstTowerKill,gameEndedInEarlySurrender,gameEndedInSurrender,goldEarned,goldSpent,individualPosition,inhibitorKills,inhibitorTakedowns,inhibitorsLost,itemsPurchased,killingSprees,kills,lane,largestCriticalStrike,largestKillingSpree,largestMultiKill,longestTimeSpentLiving,magicDamageDealt,magicDamageDealtToChampions,magicDamageTaken,neutralMinionsKilled,nexusKills,nexusLost,nexusTakedowns,objectivesStolen,pentaKills,perks,physicalDamageDealt,physicalDamageDealtToChampions,physicalDamageTaken,quadraKills,role,sightWardsBoughtInGame,spell1Casts,spell2Casts,spell3Casts,spell4Casts,teamEarlySurrendered,teamPosition,timeCCingOthers,timePlayed,totalDamageDealt,totalDamageDealtToChampions,totalDamageShieldedOnTeammates,totalDamageTaken,totalHeal,totalHealsOnTeammates,totalMinionsKilled,totalTimeCCDealt,totalTimeSpentDead,totalUnitsHealed,tripleKills,trueDamageDealt,trueDamageDealtToChampions,trueDamageTaken,turretKills,turretTakedowns,turretsLost,unrealKills,visionScore,visionWardsBoughtInGame,wardsKilled,wardsPlaced,win
Camille,0,0,0,1,0,0,0,1311,1,0,0,0,False,False,False,False,False,True,1324,1000,TOP,0,0,0,6,0,1,NONE,0,0,1,176,0,0,1693,0,0,0,0,0,0,"{'statPerks': {'defense': 5002, 'flex': 5008, 'offense': 5005}, 'styles': [{'description': 'primaryStyle', 'selections': [{'perk': 8010, 'var1': 7, 'var2': 0, 'var3': 0}, {'perk': 9111, 'var1': 50, 'var2': 20, 'var3': 0}, {'perk': 9104, 'var1': 0, 'var2': 0, 'var3': 0}, {'perk': 8299, 'var1': 39, 'var2': 0, 'var3': 0}], 'style': 8000}, {'description': 'subStyle', 'selections': [{'perk': 8473, 'var1': 101, 'var2': 0, 'var3': 0}, {'perk': 8451, 'var1': 9, 'var2': 0, 'var3': 0}], 'style': 8400}]}",3373,1242,667,0,SUPPORT,0,10,3,10,0,False,TOP,2,254,3570,1296,0,2470,105,0,12,19,10,1,0,197,54,110,0,0,0,0,1,0,0,1,False
Rengar,0,0,0,1,0,0,0,267,1,0,0,0,False,False,False,False,False,True,794,450,JUNGLE,0,0,0,3,0,0,NONE,103,0,0,119,0,0,0,0,0,0,0,0,0,"{'statPerks': {'defense': 5001, 'flex': 5008, 'offense': 5005}, 'styles': [{'description': 'primaryStyle', 'selections': [{'perk': 8369, 'var1': 0, 'var2': 0, 'var3': 0}, {'perk': 8304, 'var1': 0, 'var2': 0, 'var3': 0}, {'perk': 8321, 'var1': 0, 'var2': 0, 'var3': 0}, {'perk': 8347, 'var1': 0, 'var2': 0, 'var3': 0}], 'style': 8300}, {'description': 'subStyle', 'selections': [{'perk': 8105, 'var1': 1, 'var2': 0, 'var3': 0}, {'perk': 8138, 'var1': 0, 'var2': 0, 'var3': 0}], 'style': 8100}]}",682,181,813,0,SUPPORT,0,3,0,0,0,False,JUNGLE,0,254,818,181,0,813,88,0,0,0,6,1,0,135,0,0,0,0,0,0,0,0,0,0,False
Lucian,0,0,1,1,0,0,0,128,0,0,0,0,False,False,False,False,False,True,1522,1050,MIDDLE,0,0,0,5,0,1,NONE,0,0,1,0,300,0,38,0,0,0,0,0,0,"{'statPerks': {'defense': 5003, 'flex': 5008, 'offense': 5005}, 'styles': [{'description': 'primaryStyle', 'selections': [{'perk': 8369, 'var1': 46, 'var2': 52, 'var3': 0}, {'perk': 8304, 'var1': 0, 'var2': 0, 'var3': 0}, {'perk': 8345, 'var1': 2, 'var2': 0, 'var3': 0}, {'perk': 8347, 'var1': 0, 'var2': 0, 'var3': 0}], 'style': 8300}, {'description': 'subStyle', 'selections': [{'perk': 8226, 'var1': 50, 'var2': 0, 'var3': 0}, {'perk': 8210, 'var1': 0, 'var2': 0, 'var3': 0}], 'style': 8200}]}",4711,1058,512,0,SUPPORT,0,8,2,3,0,False,MIDDLE,0,254,5085,1132,0,641,47,0,19,0,0,1,0,74,74,90,0,0,0,0,0,0,0,1,False
Kalista,1,0,0,1,0,0,0,402,1,0,0,0,False,False,False,False,False,True,1473,500,BOTTOM,0,0,0,3,0,0,NONE,0,0,0,231,90,90,387,0,0,0,0,0,0,"{'statPerks': {'defense': 5002, 'flex': 5008, 'offense': 5005}, 'styles': [{'description': 'primaryStyle', 'selections': [{'perk': 8008, 'var1': 0, 'var2': 0, 'var3': 0}, {'perk': 9111, 'var1': 62, 'var2': 20, 'var3': 0}, {'perk': 9104, 'var1': 0, 'var2': 0, 'var3': 0}, {'perk': 8014, 'var1': 19, 'var2': 0, 'var3': 0}], 'style': 8000}, {'description': 'subStyle', 'selections': [{'perk': 8143, 'var1': 33, 'var2': 0, 'var3': 0}, {'perk': 8135, 'var1': 50, 'var2': 1, 'var3': 0}], 'style': 8100}]}",5535,745,875,0,SUPPORT,0,6,0,19,0,False,BOTTOM,0,254,5626,836,0,1372,235,47,23,9,10,2,0,0,0,110,0,0,0,0,1,0,0,1,False
Zilean,0,0,1,2,0,0,0,256,0,0,0,0,False,False,False,False,False,True,1344,500,UTILITY,0,0,0,4,0,1,NONE,0,0,1,0,2268,482,127,0,0,0,0,0,0,"{'statPerks': {'defense': 5002, 'flex': 5008, 'offense': 5008}, 'styles': [{'description': 'primaryStyle', 'selections': [{'perk': 8229, 'var1': 57, 'var2': 0, 'var3': 0}, {'perk': 8226, 'var1': 100, 'var2': 0, 'var3': 0}, {'perk': 8234, 'var1': 964, 'var2': 0, 'var3': 0}, {'perk': 8237, 'var1': 93, 'var2': 0, 'var3': 0}], 'style': 8200}, {'description': 'subStyle', 'selections': [{'perk': 8347, 'var1': 0, 'var2': 0, 'var3': 0}, {'perk': 8313, 'var1': 0, 'var2': 0, 'var3': 0}], 'style': 8300}]}",389,227,636,0,SUPPORT,0,13,2,1,0,False,UTILITY,0,254,2658,709,0,787,0,0,1,5,0,0,0,0,0,24,0,0,0,0,1,0,0,1,False
Karthus,0,0,1,2,0,0,0,542,1,0,0,0,False,False,False,False,False,True,1581,1235,TOP,0,0,0,6,0,1,NONE,0,0,1,172,9208,1693,0,0,0,0,0,0,0,"{'statPerks': {'defense': 5002, 'flex': 5008, 'offense': 5008}, 'styles': [{'description': 'primaryStyle', 'selections': [{'perk': 8214, 'var1': 208, 'var2': 0, 'var3': 0}, {'perk': 8226, 'var1': 175, 'var2': 0, 'var3': 0}, {'perk': 8210, 'var1': 0, 'var2': 0, 'var3': 0}, {'perk': 8237, 'var1': 115, 'var2': 0, 'var3': 0}], 'style': 8200}, {'description': 'subStyle', 'selections': [{'perk': 8009, 'var1': 184, 'var2': 0, 'var3': 0}, {'perk': 8299, 'var1': 53, 'var2': 0, 'var3': 0}], 'style': 8000}]}",1058,211,1589,0,SUPPORT,0,62,1,21,0,False,TOP,0,254,10386,2025,0,1654,0,0,26,9,10,0,0,120,120,64,0,0,0,0,0,0,0,1,True
Graves,0,0,0,1,0,507,0,836,1,0,0,0,False,True,False,False,False,True,1558,1500,JUNGLE,0,0,0,7,0,1,NONE,0,0,1,213,0,0,90,12,0,0,0,0,0,"{'statPerks': {'defense': 5001, 'flex': 5008, 'offense': 5005}, 'styles': [{'description': 'primaryStyle', 'selections': [{'perk': 8128, 'var1': 66, 'var2': 3, 'var3': 0}, {'perk': 8143, 'var1': 31, 'var2': 0, 'var3': 0}, {'perk': 8138, 'var1': 1, 'var2': 0, 'var3': 0}, {'perk': 8105, 'var1': 3, 'var2': 1, 'var3': 0}], 'style': 8100}, {'description': 'subStyle', 'selections': [{'perk': 9111, 'var1': 21, 'var2': 20, 'var3': 0}, {'perk': 9104, 'var1': 0, 'var2': 0, 'var3': 0}], 'style': 8000}]}",6380,1031,2067,0,SUPPORT,0,6,1,7,0,False,JUNGLE,0,254,8469,1055,0,2158,808,0,2,44,10,1,0,2088,24,0,0,0,0,0,1,0,0,1,True
Udyr,0,0,0,1,0,0,0,617,1,0,0,0,False,False,False,False,False,True,990,500,MIDDLE,0,0,0,2,0,0,NONE,0,0,0,139,368,38,0,0,0,0,0,0,0,"{'statPerks': {'defense': 5002, 'flex': 5008, 'offense': 5005}, 'styles': [{'description': 'primaryStyle', 'selections': [{'perk': 9923, 'var1': 3, 'var2': 100, 'var3': 0}, {'perk': 8143, 'var1': 21, 'var2': 0, 'var3': 0}, {'perk': 8138, 'var1': 0, 'var2': 0, 'var3': 0}, {'perk': 8135, 'var1': 0, 'var2': 0, 'var3': 0}], 'style': 8100}, {'description': 'subStyle', 'selections': [{'perk': 8234, 'var1': 788, 'var2': 0, 'var3': 0}, {'perk': 8275, 'var1': 2, 'var2': 0, 'var3': 0}], 'style': 8200}]}",2410,440,1644,0,SUPPORT,0,4,0,5,0,False,MIDDLE,0,254,2868,569,0,1718,0,0,10,7,8,0,0,90,90,74,0,0,0,0,0,0,0,0,True
Jinx,0,0,1,1,0,0,0,278,0,0,0,0,False,False,False,False,False,True,1522,500,BOTTOM,0,0,0,3,0,1,NONE,0,0,1,0,192,41,299,0,0,0,0,0,0,"{'statPerks': {'defense': 5002, 'flex': 5008, 'offense': 5005}, 'styles': [{'description': 'primaryStyle', 'selections': [{'perk': 8008, 'var1': 0, 'var2': 0, 'var3': 0}, {'perk': 8009, 'var1': 108, 'var2': 0, 'var3': 0}, {'perk': 9103, 'var1': 0, 'var2': 0, 'var3': 0}, {'perk': 8014, 'var1': 28, 'var2': 0, 'var3': 0}], 'style': 8000}, {'description': 'subStyle', 'selections': [{'perk': 8233, 'var1': 0, 'var2': 0, 'var3': 0}, {'perk': 8236, 'var1': 0, 'var2': 0, 'var3': 0}], 'style': 8200}]}",6023,929,469,0,SUPPORT,0,30,5,0,0,False,BOTTOM,0,254,6216,970,0,769,162,0,22,8,0,1,0,0,0,0,0,0,0,0,1,0,0,2,True
Lulu,1,0,0,2,0,0,0,394,0,0,0,0,False,False,False,False,False,True,1192,500,UTILITY,0,0,0,4,0,0,NONE,0,0,0,0,1182,473,182,0,0,0,0,0,0,"{'statPerks': {'defense': 5002, 'flex': 5008, 'offense': 5008}, 'styles': [{'description': 'primaryStyle', 'selections': [{'perk': 8214, 'var1': 69, 'var2': 0, 'var3': 0}, {'perk': 8226, 'var1': 100, 'var2': 0, 'var3': 0}, {'perk': 8210, 'var1': 0, 'var2': 0, 'var3': 0}, {'perk': 8237, 'var1': 65, 'var2': 0, 'var3': 0}], 'style': 8200}, {'description': 'subStyle', 'selections': [{'perk': 8345, 'var1': 2, 'var2': 0, 'var3': 0}, {'perk': 8347, 'var1': 0, 'var2': 0, 'var3': 0}], 'style': 8300}]}",733,147,690,0,SUPPORT,0,7,2,6,0,False,UTILITY,3,254,2026,730,121,872,0,0,1,29,0,0,0,110,110,0,0,0,0,0,1,0,0,1,True
Nunu,11,0,0,2,1064,16370,1064,38573,9,0,1,0,False,False,False,False,False,False,10898,11150,TOP,0,0,1,20,3,10,JUNGLE,0,2,2,373,62616,15194,24615,0,0,1,0,0,0,"{'statPerks': {'defense': 5002, 'flex': 5008, 'offense': 5008}, 'styles': [{'description': 'primaryStyle', 'selections': [{'perk': 8230, 'var1': 16, 'var2': 0, 'var3': 0}, {'perk': 8226, 'var1': 250, 'var2': 150, 'var3': 0}, {'perk': 8210, 'var1': 27, 'var2': 0, 'var3': 0}, {'perk': 8236, 'var1': 24, 'var2': 0, 'var3': 0}], 'style': 8200}, {'description': 'subStyle', 'selections': [{'perk': 8473, 'var1': 907, 'var2': 0, 'var3': 0}, {'perk': 8453, 'var1': 2406, 'var2': 446, 'var3': 0}], 'style': 8400}]}",6299,539,18687,0,NONE,0,63,75,137,8,False,TOP,37,1591,110163,15734,0,44974,20130,0,121,279,292,1,0,41248,0,1671,0,1,7,0,11,0,0,7,False
Rengar,10,0,0,4,3552,20328,3552,16702,7,2,4,2,False,False,False,False,False,False,12095,11475,JUNGLE,0,0,1,21,2,13,JUNGLE,1140,10,3,693,15377,1227,14538,116,0,1,0,0,0,"{'statPerks': {'defense': 5002, 'flex': 5008, 'offense': 5005}, 'styles': [{'description': 'primaryStyle', 'selections': [{'perk': 8021, 'var1': 4505, 'var2': 3521, 'var3': 0}, {'perk': 9111, 'var1': 1455, 'var2': 460, 'var3': 0}, {'perk': 9104, 'var1': 12, 'var2': 30, 'var3': 0}, {'perk': 8014, 'var1': 472, 'var2': 0, 'var3': 0}], 'style': 8000}, {'description': 'subStyle', 'selections': [{'perk': 8106, 'var1': 5, 'var2': 0, 'var3': 0}, {'perk': 8138, 'var1': 18, 'var2': 0, 'var3': 0}], 'style': 8100}]}",114477,19143,16543,0,NONE,0,148,62,87,11,False,JUNGLE,15,1591,153729,20798,0,32051,18770,0,17,207,108,1,1,23874,427,969,1,2,7,0,25,3,2,9,False
Syndra,9,0,0,6,2583,2762,2583,6251,6,4,0,0,False,False,False,False,False,False,8612,8250,MIDDLE,0,0,1,19,0,3,MIDDLE,0,0,1,664,67003,13400,7233,0,0,1,0,0,0,"{'statPerks': {'defense': 5003, 'flex': 5008, 'offense': 5005}, 'styles': [{'description': 'primaryStyle', 'selections': [{'perk': 8369, 'var1': 556, 'var2': 465, 'var3': 0}, {'perk': 8313, 'var1': 0, 'var2': 0, 'var3': 0}, {'perk': 8345, 'var1': 3, 'var2': 0, 'var3': 0}, {'perk': 8347, 'var1': 0, 'var2': 0, 'var3': 0}], 'style': 8300}, {'description': 'subStyle', 'selections': [{'perk': 8226, 'var1': 250, 'var2': 737, 'var3': 0}, {'perk': 8210, 'var1': 16, 'var2': 0, 'var3': 0}], 'style': 8200}]}",8380,1032,8131,0,SOLO,0,112,109,38,5,False,MIDDLE,27,1591,79271,15154,0,15980,1259,0,122,313,163,1,0,3888,721,615,1,2,7,0,15,4,0,11,False
Ezreal,12,0,0,0,1578,5370,1578,7228,12,0,1,1,False,False,False,False,False,False,10364,10189,BOTTOM,0,0,1,20,2,7,BOTTOM,453,2,2,162,13949,7939,10498,4,0,1,0,0,0,"{'statPerks': {'defense': 5002, 'flex': 5008, 'offense': 5005}, 'styles': [{'description': 'primaryStyle', 'selections': [{'perk': 8005, 'var1': 668, 'var2': 482, 'var3': 185}, {'perk': 8009, 'var1': 1825, 'var2': 0, 'var3': 0}, {'perk': 9103, 'var1': 19, 'var2': 0, 'var3': 0}, {'perk': 8014, 'var1': 378, 'var2': 0, 'var3': 0}], 'style': 8000}, {'description': 'subStyle', 'selections': [{'perk': 8210, 'var1': 15, 'var2': 0, 'var3': 0}, {'perk': 8226, 'var1': 250, 'var2': 323, 'var3': 0}], 'style': 8200}]}",59485,13569,8857,0,CARRY,0,176,35,38,12,False,BOTTOM,0,1591,77310,21508,0,19904,2863,637,113,0,239,3,0,3875,0,548,1,1,7,0,9,0,0,7,False
Belveth,9,0,0,4,1273,3971,1273,26699,7,0,1,0,False,False,False,False,False,False,9963,8450,UTILITY,0,0,1,19,2,9,BOTTOM,39,3,2,404,2651,1545,11947,0,0,1,0,0,0,"{'statPerks': {'defense': 5002, 'flex': 5008, 'offense': 5008}, 'styles': [{'description': 'primaryStyle', 'selections': [{'perk': 8005, 'var1': 1659, 'var2': 1057, 'var3': 602}, {'perk': 9111, 'var1': 1330, 'var2': 360, 'var3': 0}, {'perk': 9105, 'var1': 16, 'var2': 0, 'var3': 0}, {'perk': 8299, 'var1': 350, 'var2': 0, 'var3': 0}], 'style': 8000}, {'description': 'subStyle', 'selections': [{'perk': 8242, 'var1': 85, 'var2': 0, 'var3': 0}, {'perk': 8473, 'var1': 693, 'var2': 0, 'var3': 0}], 'style': 8400}]}",22522,7110,8771,0,SUPPORT,0,147,31,23,10,False,UTILITY,21,1591,32741,9314,0,22533,4431,0,48,137,136,1,0,7566,658,1814,0,2,7,0,35,0,5,15,False
