# CSV-File created with merge-csv.com
# -----------------------------------------------------------

championName,assists,baronKills,bountyLevel,consumablesPurchased,damageDealtToBuildings,damageDealtToObjectives,damageDealtToTurrets,damageSelfMitigated,deaths,detectorWardsPlaced,doubleKills,dragonKills,firstBloodAssist,firstBloodKill,firstTowerAssist,firstTowerKill,gameEndedInEarlySurrender,gameEndedInSurrender,goldEarned,goldSpent,individualPosition,inhibitorKills,inhibitorTakedowns,inhibitorsLost,itemsPurchased,killingSprees,kills,lane,largestCriticalStrike,largestKillingSpree,largestMultiKill,longestTimeSpentLiving,magicDamageDealt,magicDamageDealtToChampions,magicDamageTaken,neutralMinionsKilled,nexusKills,nexusLost,nexusTakedowns,objectivesStolen,pentaKills,perks,physicalDamageDealt,physicalDamageDealtToChampions,physicalDamageTaken,quadraKills,role,sightWardsBoughtInGame,spell1Casts,spell2Casts,spell3Casts,spell4Casts,teamEarlySurrendered,teamPosition,timeCCingOthers,timePlayed,totalDamageDealt,totalDamageDealtToChampions,totalDamageShieldedOnTeammates,totalDamageTaken,totalHeal,totalHealsOnTeammates,totalMinionsKilled,totalTimeCCDealt,totalTimeSpentDead,totalUnitsHealed,tripleKills,trueDamageDealt,trueDamageDealtToChampions,trueDamageTaken,turretKills,turretTakedowns,turretsLost,unrealKills,visionScore,visionWardsBoughtInGame,wardsKilled,wardsPlaced,win
Kaisa,2,0,1,5,3314,3314,3314,4911,1,5,0,0,False,False,False,False,False,True,7658,5925,MIDDLE,0,0,0,19,0,2,NONE,244,0,1,813,35418,5050,4643,0,0,0,0,0,0,"{'statPerks': {'defense': 5003, 'flex': 5008, 'offense': 5005}, 'styles': [{'description': 'primaryStyle', 'selections': [{'perk': 9923, 'var1': 36, 'var2': 85, 'var3': 0}, {'perk': 8139, 'var1': 437, 'var2': 0, 'var3': 0}, {'perk': 8138, 'var1': 4, 'var2': 0, 'var3': 0}, {'perk': 8135, 'var1': 210, 'var2': 3, 'var3': 0}], 'style': 8100}, {'description': 'subStyle', 'selections': [{'perk': 8304, 'var1': 11, 'var2': 1, 'var3': 5}, {'perk': 8345, 'var1': 3, 'var2': 0, 'var3': 0}], 'style': 8300}]}",54986,4487,3529,0,DUO,0,53,19,37,4,False,MIDDLE,1,965,90853,9628,0,8336,423,0,175,38,35,1,0,448,90,162,1,1,0,0,17,5,1,9,True
Viego,3,0,5,2,233,28133,233,7108,0,1,1,2,False,False,True,False,False,True,7122,3908,JUNGLE,0,0,0,8,1,5,NONE,48,5,2,0,3929,638,2612,92,0,0,0,0,0,"{'statPerks': {'defense': 5002, 'flex': 5008, 'offense': 5005}, 'styles': [{'description': 'primaryStyle', 'selections': [{'perk': 8010, 'var1': 47, 'var2': 0, 'var3': 0}, {'perk': 9111, 'var1': 433, 'var2': 160, 'var3': 0}, {'perk': 9104, 'var1': 13, 'var2': 40, 'var3': 0}, {'perk': 8299, 'var1': 32, 'var2': 0, 'var3': 0}], 'style': 8000}, {'description': 'subStyle', 'selections': [{'perk': 8347, 'var1': 0, 'var2': 0, 'var3': 0}, {'perk': 8304, 'var1': 9, 'var2': 4, 'var3': 5}], 'style': 8300}]}",77125,3836,10988,0,SUPPORT,0,107,90,37,7,False,JUNGLE,11,965,108065,4689,0,13751,10071,0,7,151,0,1,0,27010,215,150,0,1,0,0,14,3,2,1,True
Jayce,0,0,0,4,1805,1805,1805,4154,3,3,0,0,False,False,False,False,False,True,6328,5375,TOP,0,0,0,17,1,3,NONE,0,2,1,545,5489,1510,3097,0,0,0,0,0,0,"{'statPerks': {'defense': 5003, 'flex': 5008, 'offense': 5008}, 'styles': [{'description': 'primaryStyle', 'selections': [{'perk': 8230, 'var1': 7, 'var2': 0, 'var3': 0}, {'perk': 8226, 'var1': 250, 'var2': 304, 'var3': 0}, {'perk': 8233, 'var1': 6, 'var2': 40, 'var3': 0}, {'perk': 8237, 'var1': 313, 'var2': 0, 'var3': 0}], 'style': 8200}, {'description': 'subStyle', 'selections': [{'perk': 8304, 'var1': 10, 'var2': 3, 'var3': 0}, {'perk': 8345, 'var1': 3, 'var2': 0, 'var3': 0}], 'style': 8300}]}",54995,5813,4447,0,SUPPORT,0,55,35,37,76,False,TOP,4,965,60484,7323,0,7735,548,0,130,41,90,1,0,0,0,189,1,1,0,0,12,3,0,8,True
Draven,4,0,4,8,3284,4073,3284,3640,1,1,0,0,False,True,False,True,False,True,8790,7958,BOTTOM,0,0,0,27,1,5,NONE,521,4,1,132,0,0,2177,6,0,0,0,0,0,"{'statPerks': {'defense': 5002, 'flex': 5008, 'offense': 5005}, 'styles': [{'description': 'primaryStyle', 'selections': [{'perk': 8008, 'var1': 37, 'var2': 3, 'var3': 0}, {'perk': 8009, 'var1': 1002, 'var2': 0, 'var3': 0}, {'perk': 9103, 'var1': 15, 'var2': 30, 'var3': 0}, {'perk': 8014, 'var1': 276, 'var2': 0, 'var3': 0}], 'style': 8000}, {'description': 'subStyle', 'selections': [{'perk': 8139, 'var1': 373, 'var2': 0, 'var3': 0}, {'perk': 8135, 'var1': 210, 'var2': 3, 'var3': 0}], 'style': 8100}]}",74727,12266,5627,0,SUPPORT,0,35,82,6,3,False,BOTTOM,2,965,81397,12266,0,7819,2056,0,124,20,6,1,0,6670,0,14,1,1,0,0,10,2,1,5,True
Rell,8,0,0,6,75,128,75,8934,1,2,0,0,True,False,True,False,False,True,4779,4250,UTILITY,0,0,0,15,0,1,NONE,0,0,1,622,4476,2141,1867,0,0,0,0,0,0,"{'statPerks': {'defense': 5002, 'flex': 5002, 'offense': 5007}, 'styles': [{'description': 'primaryStyle', 'selections': [{'perk': 8351, 'var1': 55, 'var2': 308, 'var3': 0}, {'perk': 8306, 'var1': 5, 'var2': 0, 'var3': 0}, {'perk': 8316, 'var1': 256, 'var2': 0, 'var3': 0}, {'perk': 8347, 'var1': 0, 'var2': 0, 'var3': 0}], 'style': 8300}, {'description': 'subStyle', 'selections': [{'perk': 8444, 'var1': 530, 'var2': 0, 'var3': 0}, {'perk': 8242, 'var1': 58, 'var2': 0, 'var3': 0}], 'style': 8400}]}",2949,1047,5644,0,SUPPORT,0,46,29,22,3,False,UTILITY,30,965,13238,3668,0,7802,778,0,26,174,16,1,0,5813,479,289,0,1,0,0,25,3,3,11,True
Teemo,2,0,0,0,2214,2214,2214,4386,3,0,0,0,False,False,False,False,False,True,5975,5800,TOP,0,0,0,12,1,3,NONE,0,2,1,544,37099,5088,2542,0,0,0,0,0,0,"{'statPerks': {'defense': 5002, 'flex': 5008, 'offense': 5005}, 'styles': [{'description': 'primaryStyle', 'selections': [{'perk': 8005, 'var1': 503, 'var2': 376, 'var3': 127}, {'perk': 9111, 'var1': 188, 'var2': 100, 'var3': 0}, {'perk': 9104, 'var1': 0, 'var2': 0, 'var3': 0}, {'perk': 8299, 'var1': 251, 'var2': 0, 'var3': 0}], 'style': 8000}, {'description': 'subStyle', 'selections': [{'perk': 8226, 'var1': 250, 'var2': 262, 'var3': 0}, {'perk': 8234, 'var1': 4920, 'var2': 0, 'var3': 0}], 'style': 8200}]}",14362,1609,5990,0,SUPPORT,0,25,25,0,20,False,TOP,18,965,51688,6923,0,8679,156,0,110,229,86,1,0,226,226,145,0,0,3,0,10,0,3,4,False
LeeSin,2,0,0,4,0,4306,0,10724,4,1,0,0,False,False,False,False,False,True,5466,5425,JUNGLE,0,0,0,15,0,2,NONE,0,0,1,646,16884,1079,3751,80,0,0,0,0,0,"{'statPerks': {'defense': 5002, 'flex': 5008, 'offense': 5005}, 'styles': [{'description': 'primaryStyle', 'selections': [{'perk': 8010, 'var1': 82, 'var2': 0, 'var3': 0}, {'perk': 9111, 'var1': 207, 'var2': 80, 'var3': 0}, {'perk': 9105, 'var1': 14, 'var2': 0, 'var3': 0}, {'perk': 8299, 'var1': 189, 'var2': 0, 'var3': 0}], 'style': 8000}, {'description': 'subStyle', 'selections': [{'perk': 8347, 'var1': 0, 'var2': 0, 'var3': 0}, {'perk': 8304, 'var1': 10, 'var2': 3, 'var3': 0}], 'style': 8300}]}",41530,4868,11640,0,SUPPORT,0,88,88,77,3,False,JUNGLE,8,965,81362,6140,79,15409,6485,0,9,379,108,1,0,22947,192,18,0,0,3,0,18,3,2,6,False
AurelionSol,1,0,0,5,0,0,0,2518,1,2,0,0,False,False,False,False,False,True,4610,4500,MIDDLE,0,0,0,14,0,0,NONE,0,0,0,558,37637,5626,1836,0,0,0,0,0,0,"{'statPerks': {'defense': 5002, 'flex': 5008, 'offense': 5008}, 'styles': [{'description': 'primaryStyle', 'selections': [{'perk': 8229, 'var1': 662, 'var2': 0, 'var3': 0}, {'perk': 8226, 'var1': 250, 'var2': 484, 'var3': 0}, {'perk': 8210, 'var1': 0, 'var2': 0, 'var3': 0}, {'perk': 8236, 'var1': 8, 'var2': 0, 'var3': 0}], 'style': 8200}, {'description': 'subStyle', 'selections': [{'perk': 8304, 'var1': 11, 'var2': 1, 'var3': 5}, {'perk': 8316, 'var1': 2069, 'var2': 0, 'var3': 0}], 'style': 8300}]}",3908,135,4212,0,SUPPORT,0,60,14,30,7,False,MIDDLE,3,965,44007,5761,0,6109,661,0,107,75,27,1,0,2461,0,60,0,0,3,0,13,2,0,6,False
Ashe,0,0,0,1,0,0,0,2667,3,0,0,0,False,False,False,False,False,True,4907,4250,BOTTOM,0,0,0,12,0,1,NONE,181,0,1,520,9958,903,969,0,0,0,0,0,0,"{'statPerks': {'defense': 5002, 'flex': 5008, 'offense': 5005}, 'styles': [{'description': 'primaryStyle', 'selections': [{'perk': 8008, 'var1': 27, 'var2': 0, 'var3': 0}, {'perk': 8009, 'var1': 326, 'var2': 0, 'var3': 0}, {'perk': 9103, 'var1': 0, 'var2': 0, 'var3': 0}, {'perk': 8014, 'var1': 79, 'var2': 0, 'var3': 0}], 'style': 8000}, {'description': 'subStyle', 'selections': [{'perk': 8410, 'var1': 52, 'var2': 0, 'var3': 0}, {'perk': 8345, 'var1': 3, 'var2': 0, 'var3': 0}], 'style': 8300}]}",31202,4729,5185,0,SUPPORT,0,8,36,9,4,False,BOTTOM,19,965,42731,5633,0,6349,294,0,117,238,72,1,0,1570,0,193,0,0,3,0,9,0,0,4,False
Poppy,1,0,0,4,0,0,0,7352,5,2,0,0,False,False,False,False,False,True,3300,2700,UTILITY,0,0,0,12,0,0,NONE,0,0,0,263,943,599,1654,0,0,0,0,0,0,"{'statPerks': {'defense': 5001, 'flex': 5002, 'offense': 5008}, 'styles': [{'description': 'primaryStyle', 'selections': [{'perk': 8439, 'var1': 311, 'var2': 326, 'var3': 0}, {'perk': 8446, 'var1': 0, 'var2': 0, 'var3': 0}, {'perk': 8473, 'var1': 185, 'var2': 0, 'var3': 0}, {'perk': 8451, 'var1': 42, 'var2': 0, 'var3': 0}], 'style': 8400}, {'description': 'subStyle', 'selections': [{'perk': 8347, 'var1': 0, 'var2': 0, 'var3': 0}, {'perk': 8306, 'var1': 2, 'var2': 0, 'var3': 0}], 'style': 8300}]}",9451,3186,7777,0,SUPPORT,0,23,20,8,1,False,UTILITY,11,965,14655,4174,0,9798,0,0,24,80,56,0,0,4260,388,367,0,0,3,0,25,2,5,8,False
KSante,10,0,1,5,4579,11202,4579,40368,4,1,0,0,False,False,False,False,False,False,12516,11325,TOP,0,0,0,25,1,4,TOP,0,2,1,826,25407,2582,5345,8,0,0,0,0,0,"{'statPerks': {'defense': 5002, 'flex': 5002, 'offense': 5005}, 'styles': [{'description': 'primaryStyle', 'selections': [{'perk': 8437, 'var1': 1089, 'var2': 711, 'var3': 0}, {'perk': 8446, 'var1': 2689, 'var2': 0, 'var3': 0}, {'perk': 8473, 'var1': 731, 'var2': 0, 'var3': 0}, {'perk': 8451, 'var1': 265, 'var2': 0, 'var3': 0}], 'style': 8400}, {'description': 'subStyle', 'selections': [{'perk': 8345, 'var1': 3, 'var2': 0, 'var3': 0}, {'perk': 8347, 'var1': 0, 'var2': 0, 'var3': 0}], 'style': 8300}]}",130521,9645,17967,0,SOLO,0,225,52,95,11,False,TOP,25,1855,159494,12754,711,27591,6268,0,210,469,127,1,0,3565,526,4278,1,3,3,0,30,1,1,8,True
LeeSin,11,1,7,16,598,30939,598,46632,3,11,2,0,True,False,False,False,False,False,16456,15200,JUNGLE,0,1,0,33,3,19,JUNGLE,0,9,3,892,54862,5764,14125,173,0,0,0,0,0,"{'statPerks': {'defense': 5002, 'flex': 5008, 'offense': 5005}, 'styles': [{'description': 'primaryStyle', 'selections': [{'perk': 8010, 'var1': 726, 'var2': 0, 'var3': 0}, {'perk': 9111, 'var1': 3042, 'var2': 600, 'var3': 0}, {'perk': 9105, 'var1': 9, 'var2': 0, 'var3': 0}, {'perk': 8014, 'var1': 825, 'var2': 0, 'var3': 0}], 'style': 8000}, {'description': 'subStyle', 'selections': [{'perk': 8304, 'var1': 7, 'var2': 3, 'var3': 0}, {'perk': 8347, 'var1': 0, 'var2': 0, 'var3': 0}], 'style': 8300}]}",173062,25530,26662,0,NONE,0,269,218,169,11,False,JUNGLE,25,1855,280352,34088,646,45298,29886,0,25,578,110,1,1,52426,2792,4510,2,4,3,0,44,12,0,21,True
Neeko,7,0,0,6,916,2180,916,14874,6,2,0,0,False,False,False,False,False,False,10824,10790,MIDDLE,1,1,0,26,1,5,MIDDLE,0,4,1,791,108089,17410,7301,4,0,0,0,0,0,"{'statPerks': {'defense': 5002, 'flex': 5008, 'offense': 5005}, 'styles': [{'description': 'primaryStyle', 'selections': [{'perk': 8229, 'var1': 1294, 'var2': 0, 'var3': 0}, {'perk': 8226, 'var1': 250, 'var2': 1018, 'var3': 0}, {'perk': 8210, 'var1': 15, 'var2': 0, 'var3': 0}, {'perk': 8237, 'var1': 599, 'var2': 0, 'var3': 0}], 'style': 8200}, {'description': 'subStyle', 'selections': [{'perk': 8345, 'var1': 3, 'var2': 0, 'var3': 0}, {'perk': 8347, 'var1': 0, 'var2': 0, 'var3': 0}], 'style': 8300}]}",17101,1209,14767,0,SOLO,0,112,263,70,11,False,MIDDLE,33,1855,125466,18694,0,22814,1089,0,186,221,211,1,0,275,75,746,0,0,3,0,30,2,2,12,True
Kaisa,8,0,10,0,15294,61719,15294,13804,2,0,6,3,False,True,False,True,False,False,20922,16850,BOTTOM,1,2,0,21,3,18,BOTTOM,240,10,3,1029,258633,33667,6777,20,1,0,1,0,0,"{'statPerks': {'defense': 5001, 'flex': 5008, 'offense': 5005}, 'styles': [{'description': 'primaryStyle', 'selections': [{'perk': 9923, 'var1': 60, 'var2': 74, 'var3': 0}, {'perk': 8139, 'var1': 1387, 'var2': 0, 'var3': 0}, {'perk': 8138, 'var1': 30, 'var2': 0, 'var3': 0}, {'perk': 8135, 'var1': 450, 'var2': 5, 'var3': 0}], 'style': 8100}, {'description': 'subStyle', 'selections': [{'perk': 8226, 'var1': 250, 'var2': 669, 'var3': 0}, {'perk': 8236, 'var1': 48, 'var2': 0, 'var3': 0}], 'style': 8200}]}",96556,9874,14398,0,CARRY,0,73,74,79,10,False,BOTTOM,7,1855,358821,44218,0,21857,5323,768,297,95,74,3,1,3632,676,682,7,9,3,0,14,0,1,9,True
Rakan,23,0,0,19,641,1872,641,27106,5,15,0,0,True,False,False,False,False,False,8486,8325,UTILITY,0,1,0,34,0,1,BOTTOM,0,0,1,531,10355,6517,6154,0,0,0,0,0,0,"{'statPerks': {'defense': 5002, 'flex': 5008, 'offense': 5008}, 'styles': [{'description': 'primaryStyle', 'selections': [{'perk': 8465, 'var1': 2464, 'var2': 0, 'var3': 0}, {'perk': 8463, 'var1': 544, 'var2': 0, 'var3': 0}, {'perk': 8444, 'var1': 1162, 'var2': 0, 'var3': 0}, {'perk': 8242, 'var1': 65, 'var2': 0, 'var3': 0}], 'style': 8400}, {'description': 'subStyle', 'selections': [{'perk': 8106, 'var1': 5, 'var2': 0, 'var3': 0}, {'perk': 8136, 'var1': 10, 'var2': 30, 'var3': 0}], 'style': 8100}]}",7142,1739,13920,0,SUPPORT,0,59,43,59,9,False,UTILITY,26,1855,24181,8804,3546,23468,10814,4300,30,71,104,5,0,6683,548,3393,0,2,3,0,100,17,9,52,True
