championName,assists,baronKills,bountyLevel,consumablesPurchased,damageDealtToBuildings,damageDealtToObjectives,damageDealtToTurrets,damageSelfMitigated,deaths,detectorWardsPlaced,doubleKills,dragonKills,firstBloodAssist,firstBloodKill,firstTowerAssist,firstTowerKill,gameEndedInEarlySurrender,gameEndedInSurrender,goldEarned,goldSpent,individualPosition,inhibitorKills,inhibitorTakedowns,inhibitorsLost,itemsPurchased,killingSprees,kills,lane,largestCriticalStrike,largestKillingSpree,largestMultiKill,longestTimeSpentLiving,magicDamageDealt,magicDamageDealtToChampions,magicDamageTaken,neutralMinionsKilled,nexusKills,nexusLost,nexusTakedowns,objectivesStolen,pentaKills,perks,physicalDamageDealt,physicalDamageDealtToChampions,physicalDamageTaken,quadraKills,role,sightWardsBoughtInGame,spell1Casts,spell2Casts,spell3Casts,spell4Casts,teamEarlySurrendered,teamPosition,timeCCingOthers,timePlayed,totalDamageDealt,totalDamageDealtToChampions,totalDamageShieldedOnTeammates,totalDamageTaken,totalHeal,totalHealsOnTeammates,totalMinionsKilled,totalTimeCCDealt,totalTimeSpentDead,totalUnitsHealed,tripleKills,trueDamageDealt,trueDamageDealtToChampions,trueDamageTaken,turretKills,turretTakedowns,turretsLost,unrealKills,visionScore,visionWardsBoughtInGame,wardsKilled,wardsPlaced,win
Braum,6,0,0,3,0,58,0,14406,6,1,0,0,False,False,False,False,False,True,5477,4925,UTILITY,0,0,2,13,0,1,BOTTOM,0,0,1,450,2918,2231,6029,0,0,0,0,0,0,"{'statPerks': {'defense': 5002, 'flex': 5008, 'offense': 5005}, 'styles': [{'description': 'primaryStyle', 'selections': [{'perk': 8465, 'var1': 879, 'var2': 0, 'var3': 0}, {'perk': 8463, 'var1': 870, 'var2': 0, 'var3': 0}, {'perk': 8473, 'var1': 370, 'var2': 0, 'var3': 0}, {'perk': 8242, 'var1': 58, 'var2': 0, 'var3': 0}], 'style': 8400}, {'description': 'subStyle', 'selections': [{'perk': 8345, 'var1': 3, 'var2': 0, 'var3': 0}, {'perk': 8347, 'var1': 0, 'var2': 0, 'var3': 0}], 'style': 8300}]}",3730,1292,9342,0,SUPPORT,0,43,13,16,4,False,UTILITY,26,1460,11789,3524,709,15371,444,524,26,103,99,4,0,5140,0,0,0,0,8,0,35,1,5,14,False
MonkeyKing,6,0,0,5,0,8446,0,20403,8,3,0,2,False,False,False,False,False,True,7661,7075,JUNGLE,0,0,2,26,1,3,JUNGLE,0,2,1,482,9159,744,9332,94,0,0,0,1,0,"{'statPerks': {'defense': 5002, 'flex': 5008, 'offense': 5005}, 'styles': [{'description': 'primaryStyle', 'selections': [{'perk': 8010, 'var1': 226, 'var2': 0, 'var3': 0}, {'perk': 9111, 'var1': 325, 'var2': 180, 'var3': 0}, {'perk': 9105, 'var1': 17, 'var2': 30, 'var3': 0}, {'perk': 8299, 'var1': 285, 'var2': 0, 'var3': 0}], 'style': 8000}, {'description': 'subStyle', 'selections': [{'perk': 8304, 'var1': 10, 'var2': 3, 'var3': 0}, {'perk': 8347, 'var1': 0, 'var2': 0, 'var3': 0}], 'style': 8300}]}",58221,7316,17490,0,NONE,0,99,23,49,12,False,JUNGLE,7,1460,90943,8194,0,27059,8215,0,14,156,216,1,0,23563,133,235,0,0,8,0,19,3,5,5,False
Zed,3,0,0,1,1133,3633,1133,7800,3,1,1,0,False,False,False,False,False,True,12261,11975,MIDDLE,0,0,2,23,3,8,MIDDLE,0,4,2,818,7449,1386,6909,8,0,0,0,0,0,"{'statPerks': {'defense': 5003, 'flex': 5008, 'offense': 5008}, 'styles': [{'description': 'primaryStyle', 'selections': [{'perk': 8369, 'var1': 879, 'var2': 865, 'var3': 0}, {'perk': 8304, 'var1': 9, 'var2': 0, 'var3': 0}, {'perk': 8321, 'var1': 3, 'var2': 0, 'var3': 0}, {'perk': 8347, 'var1': 0, 'var2': 0, 'var3': 0}], 'style': 8300}, {'description': 'subStyle', 'selections': [{'perk': 8210, 'var1': 5, 'var2': 0, 'var3': 0}, {'perk': 8237, 'var1': 657, 'var2': 0, 'var3': 0}], 'style': 8200}]}",132692,22154,6529,0,SOLO,0,95,88,114,15,False,MIDDLE,9,1460,145230,24336,0,13689,2064,0,186,140,103,1,0,5088,795,250,0,0,8,0,11,1,1,2,False
Kaisa,7,0,0,7,0,3790,0,8062,9,3,0,0,False,False,False,False,False,True,8239,7525,BOTTOM,0,0,2,27,0,0,BOTTOM,239,0,0,265,50167,4395,4496,0,0,0,0,0,0,"{'statPerks': {'defense': 5002, 'flex': 5008, 'offense': 5005}, 'styles': [{'description': 'primaryStyle', 'selections': [{'perk': 9923, 'var1': 47, 'var2': 87, 'var3': 0}, {'perk': 8139, 'var1': 558, 'var2': 0, 'var3': 0}, {'perk': 8138, 'var1': 14, 'var2': 0, 'var3': 0}, {'perk': 8135, 'var1': 320, 'var2': 4, 'var3': 0}], 'style': 8100}, {'description': 'subStyle', 'selections': [{'perk': 8304, 'var1': 11, 'var2': 1, 'var3': 5}, {'perk': 8345, 'var1': 3, 'var2': 0, 'var3': 0}], 'style': 8300}]}",50649,5873,9894,0,CARRY,0,51,28,116,2,False,BOTTOM,0,1460,100816,10268,0,14829,1791,600,181,1,197,4,0,0,0,438,0,0,8,0,24,3,5,10,False
Kennen,5,0,0,3,416,1337,416,10145,4,2,0,0,False,False,False,False,False,True,9860,9210,TOP,0,0,2,17,0,2,TOP,0,0,1,598,68589,15477,7020,0,0,0,0,0,0,"{'statPerks': {'defense': 5003, 'flex': 5008, 'offense': 5005}, 'styles': [{'description': 'primaryStyle', 'selections': [{'perk': 8214, 'var1': 1173, 'var2': 0, 'var3': 0}, {'perk': 8275, 'var1': 5, 'var2': 0, 'var3': 0}, {'perk': 8233, 'var1': 15, 'var2': 0, 'var3': 0}, {'perk': 8236, 'var1': 24, 'var2': 0, 'var3': 0}], 'style': 8200}, {'description': 'subStyle', 'selections': [{'perk': 8139, 'var1': 711, 'var2': 0, 'var3': 0}, {'perk': 8106, 'var1': 4, 'var2': 0, 'var3': 0}], 'style': 8100}]}",22711,3647,9392,0,SOLO,0,102,43,98,6,False,TOP,26,1460,91300,19124,0,16413,2668,0,165,48,96,1,0,0,0,0,0,0,8,0,25,2,7,6,False
Maokai,12,0,1,7,1917,3805,1917,29301,0,5,0,0,False,False,False,False,False,True,9051,8475,TOP,1,1,0,20,0,1,TOP,0,0,1,0,85569,11197,8779,4,0,0,0,0,0,"{'statPerks': {'defense': 5003, 'flex': 5003, 'offense': 5005}, 'styles': [{'description': 'primaryStyle', 'selections': [{'perk': 8439, 'var1': 655, 'var2': 1214, 'var3': 0}, {'perk': 8446, 'var1': 1284, 'var2': 0, 'var3': 0}, {'perk': 8444, 'var1': 1642, 'var2': 0, 'var3': 0}, {'perk': 8242, 'var1': 46, 'var2': 0, 'var3': 0}], 'style': 8400}, {'description': 'subStyle', 'selections': [{'perk': 8345, 'var1': 3, 'var2': 0, 'var3': 0}, {'perk': 8347, 'var1': 0, 'var2': 0, 'var3': 0}], 'style': 8300}]}",16793,1589,15315,0,SOLO,0,62,24,45,7,False,TOP,58,1460,103360,12787,0,24238,10165,0,173,371,0,1,0,997,0,142,0,1,0,0,29,5,2,13,True
LeeSin,11,1,2,8,5107,35266,5107,26455,2,4,0,1,True,False,False,False,False,True,12632,11350,JUNGLE,0,1,0,22,3,11,JUNGLE,0,6,1,796,32989,2944,4958,103,0,0,0,0,0,"{'statPerks': {'defense': 5002, 'flex': 5008, 'offense': 5005}, 'styles': [{'description': 'primaryStyle', 'selections': [{'perk': 8010, 'var1': 412, 'var2': 0, 'var3': 0}, {'perk': 9111, 'var1': 1489, 'var2': 440, 'var3': 0}, {'perk': 9104, 'var1': 10, 'var2': 10, 'var3': 0}, {'perk': 8299, 'var1': 319, 'var2': 0, 'var3': 0}], 'style': 8000}, {'description': 'subStyle', 'selections': [{'perk': 8304, 'var1': 8, 'var2': 1, 'var3': 5}, {'perk': 8347, 'var1': 0, 'var2': 0, 'var3': 0}], 'style': 8300}]}",103975,16740,16268,0,NONE,0,199,201,121,7,False,JUNGLE,18,1460,170951,19960,1272,21317,12955,0,38,339,55,1,0,33986,274,90,2,4,0,0,26,6,4,12,True
Cassiopeia,4,0,0,2,1164,8403,1164,13256,5,0,0,0,False,True,False,False,False,True,9825,8150,MIDDLE,0,0,0,17,1,4,MIDDLE,0,2,1,422,101796,8618,3349,24,0,0,0,0,0,"{'statPerks': {'defense': 5002, 'flex': 5008, 'offense': 5007}, 'styles': [{'description': 'primaryStyle', 'selections': [{'perk': 8010, 'var1': 154, 'var2': 0, 'var3': 0}, {'perk': 8009, 'var1': 1670, 'var2': 0, 'var3': 0}, {'perk': 9105, 'var1': 17, 'var2': 50, 'var3': 0}, {'perk': 8299, 'var1': 457, 'var2': 0, 'var3': 0}], 'style': 8000}, {'description': 'subStyle', 'selections': [{'perk': 8226, 'var1': 250, 'var2': 962, 'var3': 0}, {'perk': 8210, 'var1': 7, 'var2': 0, 'var3': 0}], 'style': 8200}]}",8796,300,17437,0,SOLO,0,115,8,360,5,False,MIDDLE,16,1460,115162,8919,0,21170,6454,0,150,133,142,1,0,4568,0,383,1,1,0,0,12,0,2,6,True
Lucian,5,0,2,5,8724,22505,8724,9035,3,4,3,0,True,False,False,True,False,True,14408,13200,BOTTOM,0,1,0,23,3,14,BOTTOM,552,9,3,794,6030,2085,4878,16,0,0,0,0,0,"{'statPerks': {'defense': 5002, 'flex': 5008, 'offense': 5005}, 'styles': [{'description': 'primaryStyle', 'selections': [{'perk': 8005, 'var1': 1363, 'var2': 870, 'var3': 493}, {'perk': 8009, 'var1': 2513, 'var2': 0, 'var3': 0}, {'perk': 9103, 'var1': 18, 'var2': 40, 'var3': 0}, {'perk': 8017, 'var1': 106, 'var2': 0, 'var3': 0}], 'style': 8000}, {'description': 'subStyle', 'selections': [{'perk': 8304, 'var1': 9, 'var2': 0, 'var3': 0}, {'perk': 8345, 'var1': 3, 'var2': 0, 'var3': 0}], 'style': 8300}]}",157366,20375,9891,0,CARRY,0,70,38,48,9,False,BOTTOM,1,1460,165590,22494,0,14950,4912,0,196,40,102,1,1,2193,33,180,3,4,0,0,21,4,1,11,True
Rakan,23,0,0,12,1391,2997,1391,12520,4,9,0,0,True,False,False,False,False,True,7603,6850,UTILITY,0,1,0,26,0,0,BOTTOM,0,0,0,521,10220,6646,3899,0,0,0,0,0,0,"{'statPerks': {'defense': 5002, 'flex': 5008, 'offense': 5008}, 'styles': [{'description': 'primaryStyle', 'selections': [{'perk': 8351, 'var1': 64, 'var2': 1427, 'var3': 0}, {'perk': 8306, 'var1': 2, 'var2': 0, 'var3': 0}, {'perk': 8316, 'var1': 0, 'var2': 0, 'var3': 0}, {'perk': 8347, 'var1': 0, 'var2': 0, 'var3': 0}], 'style': 8300}, {'description': 'subStyle', 'selections': [{'perk': 8275, 'var1': 10, 'var2': 0, 'var3': 0}, {'perk': 8234, 'var1': 7895, 'var2': 0, 'var3': 0}], 'style': 8200}]}",4722,1588,8278,0,SUPPORT,0,51,41,59,6,False,UTILITY,36,1460,15558,8851,2503,12310,5301,2259,4,132,80,5,0,616,616,133,1,2,0,0,58,10,4,30,True
Lulu,41,0,0,2,178,178,178,12909,9,0,0,0,False,False,False,False,False,False,7905,6800,Invalid,0,0,2,14,0,0,NONE,0,0,0,136,6284,3645,6555,0,0,1,0,0,0,"{'statPerks': {'defense': 5003, 'flex': 5008, 'offense': 5007}, 'styles': [{'description': 'primaryStyle', 'selections': [{'perk': 8214, 'var1': 421, 'var2': 735, 'var3': 0}, {'perk': 8226, 'var1': 250, 'var2': 196, 'var3': 0}, {'perk': 8210, 'var1': 12, 'var2': 0, 'var3': 0}, {'perk': 8236, 'var1': 24, 'var2': 0, 'var3': 0}], 'style': 8200}, {'description': 'subStyle', 'selections': [{'perk': 8009, 'var1': 4262, 'var2': 0, 'var3': 0}, {'perk': 9105, 'var1': 2, 'var2': 10, 'var3': 0}], 'style': 8000}]}",1758,879,9030,0,SUPPORT,0,64,27,66,6,False,,43,796,8043,4524,4292,16058,421,0,3,239,178,1,0,0,0,472,0,1,4,0,0,0,0,0,False
Zeri,21,0,1,2,1137,1137,1137,13393,8,0,2,0,False,False,False,False,False,False,10842,8833,Invalid,0,0,2,17,2,8,NONE,238,3,3,162,8278,3807,5725,0,0,1,0,0,0,"{'statPerks': {'defense': 5002, 'flex': 5008, 'offense': 5005}, 'styles': [{'description': 'primaryStyle', 'selections': [{'perk': 8008, 'var1': 73, 'var2': 0, 'var3': 0}, {'perk': 8009, 'var1': 1839, 'var2': 0, 'var3': 0}, {'perk': 9104, 'var1': 2, 'var2': 10, 'var3': 0}, {'perk': 8017, 'var1': 522, 'var2': 0, 'var3': 0}], 'style': 8000}, {'description': 'subStyle', 'selections': [{'perk': 8135, 'var1': 450, 'var2': 5, 'var3': 0}, {'perk': 8143, 'var1': 394, 'var2': 0, 'var3': 0}], 'style': 8100}]}",53812,14406,11795,0,DUO,0,347,41,25,8,False,,3,796,62091,18213,0,17805,1446,0,60,64,158,1,1,0,0,284,1,1,4,0,0,0,0,0,False
Corki,33,0,0,0,857,857,857,13159,10,0,0,0,False,False,False,False,False,False,12144,10450,Invalid,0,0,2,17,2,10,NONE,0,2,1,104,50059,23361,7044,0,0,1,0,0,0,"{'statPerks': {'defense': 5002, 'flex': 5008, 'offense': 5005}, 'styles': [{'description': 'primaryStyle', 'selections': [{'perk': 8369, 'var1': 870, 'var2': 643, 'var3': 0}, {'perk': 8304, 'var1': 2, 'var2': 0, 'var3': 0}, {'perk': 8321, 'var1': 2, 'var2': 0, 'var3': 0}, {'perk': 8347, 'var1': 0, 'var2': 0, 'var3': 0}], 'style': 8300}, {'description': 'subStyle', 'selections': [{'perk': 8139, 'var1': 1051, 'var2': 0, 'var3': 0}, {'perk': 8106, 'var1': 5, 'var2': 0, 'var3': 0}], 'style': 8100}]}",6581,3536,10201,0,SUPPORT,0,56,27,36,100,False,,1,796,57725,27893,0,18449,1619,0,38,239,196,1,0,1084,994,1203,0,1,4,0,0,0,0,0,False
Varus,17,0,0,0,339,339,339,7946,10,0,2,0,False,False,False,False,False,False,11447,10850,Invalid,0,0,2,19,4,17,NONE,0,6,4,125,5340,4873,8217,0,0,1,0,0,0,"{'statPerks': {'defense': 5001, 'flex': 5008, 'offense': 5005}, 'styles': [{'description': 'primaryStyle', 'selections': [{'perk': 8128, 'var1': 1685, 'var2': 29, 'var3': 0}, {'perk': 8139, 'var1': 981, 'var2': 0, 'var3': 0}, {'perk': 8138, 'var1': 18, 'var2': 0, 'var3': 0}, {'perk': 8135, 'var1': 450, 'var2': 5, 'var3': 0}], 'style': 8100}, {'description': 'subStyle', 'selections': [{'perk': 8210, 'var1': 24, 'var2': 0, 'var3': 0}, {'perk': 8237, 'var1': 389, 'var2': 0, 'var3': 0}], 'style': 8200}]}",34416,21921,7831,1,SUPPORT,0,47,18,37,8,False,,32,796,39756,26795,0,16599,1658,0,17,173,196,1,1,0,0,550,0,1,4,0,0,0,0,0,False
Jayce,29,0,0,0,613,613,613,20140,13,0,2,0,False,False,False,False,False,False,11171,11100,Invalid,0,0,2,19,2,14,NONE,0,3,3,81,11480,5457,7971,0,0,1,0,0,0,"{'statPerks': {'defense': 5002, 'flex': 5008, 'offense': 5008}, 'styles': [{'description': 'primaryStyle', 'selections': [{'perk': 8010, 'var1': 676, 'var2': 0, 'var3': 0}, {'perk': 8009, 'var1': 4467, 'var2': 0, 'var3': 0}, {'perk': 9104, 'var1': 2, 'var2': 10, 'var3': 0}, {'perk': 8299, 'var1': 1436, 'var2': 0, 'var3': 0}], 'style': 8000}, {'description': 'subStyle', 'selections': [{'perk': 8224, 'var1': 1073, 'var2': 0, 'var3': 0}, {'perk': 8210, 'var1': 18, 'var2': 0, 'var3': 0}], 'style': 8200}]}",52151,24344,12726,0,SUPPORT,0,86,65,60,85,False,,13,796,64476,30497,0,21651,1133,0,39,91,244,1,1,845,695,953,0,1,4,0,0,0,0,0,False
