championName,assists,baronKills,bountyLevel,consumablesPurchased,damageDealtToBuildings,damageDealtToObjectives,damageDealtToTurrets,damageSelfMitigated,deaths,detectorWardsPlaced,doubleKills,dragonKills,firstBloodAssist,firstBloodKill,firstTowerAssist,firstTowerKill,gameEndedInEarlySurrender,gameEndedInSurrender,goldEarned,goldSpent,individualPosition,inhibitorKills,inhibitorTakedowns,inhibitorsLost,itemsPurchased,killingSprees,kills,lane,largestCriticalStrike,largestKillingSpree,largestMultiKill,longestTimeSpentLiving,magicDamageDealt,magicDamageDealtToChampions,magicDamageTaken,neutralMinionsKilled,nexusKills,nexusLost,nexusTakedowns,objectivesStolen,pentaKills,perks,physicalDamageDealt,physicalDamageDealtToChampions,physicalDamageTaken,quadraKills,role,sightWardsBoughtInGame,spell1Casts,spell2Casts,spell3Casts,spell4Casts,teamEarlySurrendered,teamPosition,timeCCingOthers,timePlayed,totalDamageDealt,totalDamageDealtToChampions,totalDamageShieldedOnTeammates,totalDamageTaken,totalHeal,totalHealsOnTeammates,totalMinionsKilled,totalTimeCCDealt,totalTimeSpentDead,totalUnitsHealed,tripleKills,trueDamageDealt,trueDamageDealtToChampions,trueDamageTaken,turretKills,turretTakedowns,turretsLost,unrealKills,visionScore,visionWardsBoughtInGame,wardsKilled,wardsPlaced,win
TwistedFate,15,0,0,2,6601,6601,6601,7728,8,0,1,0,False,False,True,False,False,False,13420,12200,Invalid,0,1,0,17,3,8,NONE,265,3,3,235,69583,18763,7560,0,0,0,0,0,0,"{'statPerks': {'defense': 5002, 'flex': 5008, 'offense': 5005}, 'styles': [{'description': 'primaryStyle', 'selections': [{'perk': 8008, 'var1': 30, 'var2': 3, 'var3': 0}, {'perk': 9111, 'var1': 560, 'var2': 230, 'var3': 0}, {'perk': 9104, 'var1': 6, 'var2': 10, 'var3': 0}, {'perk': 8014, 'var1': 653, 'var2': 0, 'var3': 0}], 'style': 8000}, {'description': 'subStyle', 'selections': [{'perk': 8139, 'var1': 923, 'var2': 0, 'var3': 0}, {'perk': 8135, 'var1': 450, 'var2': 5, 'var3': 0}], 'style': 8100}]}",16215,2705,8550,0,SUPPORT,0,53,140,0,8,False,,14,1007,85798,21468,0,16364,1480,0,81,70,184,1,1,0,0,253,0,4,1,0,0,0,0,0,True
Syndra,19,0,1,0,954,954,954,9016,8,0,3,0,False,False,False,False,False,False,12157,11550,Invalid,0,0,0,16,3,9,NONE,0,3,2,244,35358,20865,7849,0,0,0,0,0,0,"{'statPerks': {'defense': 5002, 'flex': 5008, 'offense': 5008}, 'styles': [{'description': 'primaryStyle', 'selections': [{'perk': 8229, 'var1': 1709, 'var2': 0, 'var3': 0}, {'perk': 8226, 'var1': 250, 'var2': 267, 'var3': 0}, {'perk': 8210, 'var1': 24, 'var2': 0, 'var3': 0}, {'perk': 8237, 'var1': 634, 'var2': 0, 'var3': 0}], 'style': 8200}, {'description': 'subStyle', 'selections': [{'perk': 8009, 'var1': 3613, 'var2': 0, 'var3': 0}, {'perk': 8014, 'var1': 638, 'var2': 0, 'var3': 0}], 'style': 8000}]}",1873,492,8021,0,SUPPORT,0,113,99,39,6,False,,41,1007,39014,23059,0,16522,661,0,22,222,172,1,0,1782,1701,650,0,1,1,0,0,0,0,0,True
Udyr,24,0,1,0,1557,1557,1557,49805,8,0,1,0,False,False,False,False,False,False,11736,10450,Invalid,0,1,0,16,1,7,NONE,0,3,2,179,31861,18809,10576,0,1,0,1,0,0,"{'statPerks': {'defense': 5002, 'flex': 5008, 'offense': 5005}, 'styles': [{'description': 'primaryStyle', 'selections': [{'perk': 8010, 'var1': 694, 'var2': 0, 'var3': 0}, {'perk': 9111, 'var1': 1348, 'var2': 310, 'var3': 0}, {'perk': 9105, 'var1': 5, 'var2': 50, 'var3': 0}, {'perk': 8299, 'var1': 1494, 'var2': 0, 'var3': 0}], 'style': 8000}, {'description': 'subStyle', 'selections': [{'perk': 8429, 'var1': 52, 'var2': 14, 'var3': 12}, {'perk': 8242, 'var1': 168, 'var2': 0, 'var3': 0}], 'style': 8400}]}",8220,2634,13666,0,SUPPORT,0,5,75,61,58,False,,42,1007,41386,22599,0,24918,4796,0,27,579,162,1,0,1305,1155,675,2,3,1,0,0,0,0,0,True
Yuumi,32,0,0,3,360,360,360,3570,5,0,1,0,False,False,True,False,False,False,10559,9350,Invalid,0,1,0,13,1,2,NONE,0,2,2,238,10137,7206,3679,0,0,0,1,0,0,"{'statPerks': {'defense': 5002, 'flex': 5008, 'offense': 5008}, 'styles': [{'description': 'primaryStyle', 'selections': [{'perk': 8214, 'var1': 674, 'var2': 1400, 'var3': 0}, {'perk': 8226, 'var1': 250, 'var2': 60, 'var3': 0}, {'perk': 8210, 'var1': 11, 'var2': 0, 'var3': 0}, {'perk': 8237, 'var1': 491, 'var2': 0, 'var3': 0}], 'style': 8200}, {'description': 'subStyle', 'selections': [{'perk': 8017, 'var1': 779, 'var2': 0, 'var3': 0}, {'perk': 8009, 'var1': 3640, 'var2': 0, 'var3': 0}], 'style': 8000}]}",219,43,4195,0,SUPPORT,0,62,65,29,7,False,,18,1007,10356,7250,5933,8163,6422,5561,4,156,128,5,0,0,0,288,1,4,1,0,0,0,0,0,True
Zed,15,0,0,0,1293,1293,1293,16064,9,0,3,0,False,False,False,True,False,False,13154,12575,Invalid,1,1,0,20,3,13,NONE,738,5,2,205,2652,1111,6455,0,0,0,0,0,0,"{'statPerks': {'defense': 5002, 'flex': 5008, 'offense': 5008}, 'styles': [{'description': 'primaryStyle', 'selections': [{'perk': 8112, 'var1': 1025, 'var2': 0, 'var3': 0}, {'perk': 8139, 'var1': 1072, 'var2': 0, 'var3': 0}, {'perk': 8138, 'var1': 18, 'var2': 0, 'var3': 0}, {'perk': 8106, 'var1': 5, 'var2': 0, 'var3': 0}], 'style': 8100}, {'description': 'subStyle', 'selections': [{'perk': 8237, 'var1': 566, 'var2': 0, 'var3': 0}, {'perk': 8210, 'var1': 3, 'var2': 0, 'var3': 0}], 'style': 8200}]}",71234,24263,11906,0,DUO,0,66,62,89,10,False,,7,1007,74619,26107,0,18664,3038,0,75,71,222,1,0,732,732,302,1,2,1,0,0,0,0,0,True
Zeri,14,0,0,0,1393,1393,1393,13386,9,0,3,0,False,True,False,False,False,False,14020,13500,Invalid,0,0,1,15,5,17,NONE,617,4,4,218,49299,9126,12876,0,0,1,0,0,0,"{'statPerks': {'defense': 5002, 'flex': 5008, 'offense': 5005}, 'styles': [{'description': 'primaryStyle', 'selections': [{'perk': 8008, 'var1': 35, 'var2': 0, 'var3': 0}, {'perk': 8009, 'var1': 1925, 'var2': 0, 'var3': 0}, {'perk': 9103, 'var1': 6, 'var2': 30, 'var3': 0}, {'perk': 8014, 'var1': 576, 'var2': 0, 'var3': 0}], 'style': 8000}, {'description': 'subStyle', 'selections': [{'perk': 8139, 'var1': 1038, 'var2': 0, 'var3': 0}, {'perk': 8135, 'var1': 450, 'var2': 5, 'var3': 0}], 'style': 8100}]}",30723,12191,7077,1,SUPPORT,0,242,41,30,4,False,,5,1007,80540,21745,0,20148,2794,0,55,50,184,1,2,517,427,195,0,0,4,0,0,0,0,0,False
Kalista,16,0,0,0,609,609,609,11922,8,0,0,0,True,False,False,False,False,False,10894,9300,Invalid,0,0,1,12,1,6,NONE,0,2,1,227,9182,3164,7766,0,0,1,0,0,0,"{'statPerks': {'defense': 5003, 'flex': 5008, 'offense': 5005}, 'styles': [{'description': 'primaryStyle', 'selections': [{'perk': 8008, 'var1': 21, 'var2': 2, 'var3': 0}, {'perk': 8009, 'var1': 1189, 'var2': 0, 'var3': 0}, {'perk': 9104, 'var1': 6, 'var2': 10, 'var3': 0}, {'perk': 8299, 'var1': 835, 'var2': 0, 'var3': 0}], 'style': 8000}, {'description': 'subStyle', 'selections': [{'perk': 8138, 'var1': 18, 'var2': 0, 'var3': 0}, {'perk': 8135, 'var1': 450, 'var2': 5, 'var3': 0}], 'style': 8100}]}",26283,9314,6099,0,SUPPORT,0,52,11,97,3,False,,5,1007,35465,12479,0,14686,1044,0,42,46,156,1,0,0,0,820,1,1,4,0,2,0,0,0,False
Shen,22,0,0,2,423,423,423,42379,9,0,0,0,True,False,False,False,False,False,10525,10350,Invalid,0,0,1,22,1,5,NONE,0,2,1,160,11534,4492,22550,0,0,1,0,0,0,"{'statPerks': {'defense': 5002, 'flex': 5008, 'offense': 5005}, 'styles': [{'description': 'primaryStyle', 'selections': [{'perk': 8437, 'var1': 936, 'var2': 634, 'var3': 0}, {'perk': 8401, 'var1': 773, 'var2': 0, 'var3': 0}, {'perk': 8429, 'var1': 52, 'var2': 13, 'var3': 13}, {'perk': 8451, 'var1': 275, 'var2': 0, 'var3': 0}], 'style': 8400}, {'description': 'subStyle', 'selections': [{'perk': 9111, 'var1': 1649, 'var2': 270, 'var3': 0}, {'perk': 9105, 'var1': 6, 'var2': 50, 'var3': 0}], 'style': 8000}]}",11045,7544,8853,0,SUPPORT,0,66,21,28,3,False,,28,1007,23449,12807,1379,32476,4037,0,16,80,200,1,0,870,770,1072,0,1,4,0,0,0,0,0,False
Lulu,33,0,1,1,0,0,0,8604,7,0,0,0,True,False,False,False,False,False,9549,7950,Invalid,0,0,1,14,0,1,NONE,0,0,1,209,7067,2720,9694,0,0,1,0,0,0,"{'statPerks': {'defense': 5002, 'flex': 5008, 'offense': 5008}, 'styles': [{'description': 'primaryStyle', 'selections': [{'perk': 8214, 'var1': 420, 'var2': 1716, 'var3': 0}, {'perk': 8226, 'var1': 250, 'var2': 113, 'var3': 0}, {'perk': 8210, 'var1': 22, 'var2': 0, 'var3': 0}, {'perk': 8237, 'var1': 268, 'var2': 0, 'var3': 0}], 'style': 8200}, {'description': 'subStyle', 'selections': [{'perk': 8009, 'var1': 2706, 'var2': 0, 'var3': 0}, {'perk': 8014, 'var1': 118, 'var2': 0, 'var3': 0}], 'style': 8000}]}",1760,670,6197,0,SUPPORT,0,50,36,88,7,False,,23,1007,8989,3551,10191,16391,2447,1194,0,168,150,4,0,161,161,500,0,1,4,0,0,0,0,0,False
AurelionSol,20,0,0,0,196,196,196,9972,6,0,1,0,True,False,False,False,False,False,12673,10050,Invalid,0,0,1,18,2,9,NONE,0,3,2,269,48446,16618,13867,0,0,1,0,0,0,"{'statPerks': {'defense': 5001, 'flex': 5008, 'offense': 5008}, 'styles': [{'description': 'primaryStyle', 'selections': [{'perk': 8128, 'var1': 1309, 'var2': 23, 'var3': 0}, {'perk': 8126, 'var1': 588, 'var2': 0, 'var3': 0}, {'perk': 8138, 'var1': 30, 'var2': 0, 'var3': 0}, {'perk': 8106, 'var1': 5, 'var2': 0, 'var3': 0}], 'style': 8100}, {'description': 'subStyle', 'selections': [{'perk': 8009, 'var1': 4197, 'var2': 0, 'var3': 0}, {'perk': 8014, 'var1': 655, 'var2': 0, 'var3': 0}], 'style': 8000}]}",1225,544,5675,0,DUO,0,66,16,32,7,False,,11,1007,51692,17973,0,20543,3747,0,68,65,124,1,0,2021,810,1000,0,0,4,0,0,0,0,0,False
Trundle,25,0,0,0,1626,1626,1626,41021,5,0,1,0,False,False,False,False,False,False,13299,11750,Invalid,0,0,0,14,1,5,MIDDLE,0,3,3,477,9305,7405,13836,0,0,0,1,0,0,"{'statPerks': {'defense': 5002, 'flex': 5003, 'offense': 5007}, 'styles': [{'description': 'primaryStyle', 'selections': [{'perk': 8351, 'var1': 133, 'var2': 1826, 'var3': 0}, {'perk': 8304, 'var1': 6, 'var2': 0, 'var3': 0}, {'perk': 8321, 'var1': 3, 'var2': 0, 'var3': 0}, {'perk': 8347, 'var1': 0, 'var2': 0, 'var3': 0}], 'style': 8300}, {'description': 'subStyle', 'selections': [{'perk': 8275, 'var1': 8, 'var2': 0, 'var3': 0}, {'perk': 8234, 'var1': 9055, 'var2': 0, 'var3': 0}], 'style': 8200}]}",9988,4565,19663,0,SOLO,0,53,60,57,10,False,,99,1259,19294,11971,0,36213,11360,0,9,879,136,1,1,0,0,2713,0,1,1,0,0,0,0,0,True
Annie,18,0,1,0,3127,3127,3127,8999,11,0,3,0,True,False,False,False,False,False,14847,12385,Invalid,1,1,0,13,5,13,TOP,181,3,2,174,52088,24630,6520,0,0,0,1,0,0,"{'statPerks': {'defense': 5002, 'flex': 5008, 'offense': 5008}, 'styles': [{'description': 'primaryStyle', 'selections': [{'perk': 8128, 'var1': 2257, 'var2': 26, 'var3': 0}, {'perk': 8126, 'var1': 635, 'var2': 0, 'var3': 0}, {'perk': 8138, 'var1': 30, 'var2': 0, 'var3': 0}, {'perk': 8106, 'var1': 5, 'var2': 0, 'var3': 0}], 'style': 8100}, {'description': 'subStyle', 'selections': [{'perk': 8014, 'var1': 959, 'var2': 0, 'var3': 0}, {'perk': 8009, 'var1': 2934, 'var2': 0, 'var3': 0}], 'style': 8000}]}",2634,709,10647,0,SUPPORT,0,46,39,35,58,False,,29,1259,59181,26863,2221,18426,481,0,33,162,262,1,0,4458,1523,1258,0,4,1,0,0,0,0,0,True
Twitch,12,0,8,0,4843,4843,4843,19207,6,0,4,0,False,True,False,False,False,False,17665,14983,Invalid,0,1,0,16,3,19,TOP,487,8,4,760,8991,5633,12231,0,1,0,1,0,0,"{'statPerks': {'defense': 5002, 'flex': 5008, 'offense': 5005}, 'styles': [{'description': 'primaryStyle', 'selections': [{'perk': 8008, 'var1': 126, 'var2': 15, 'var3': 0}, {'perk': 9111, 'var1': 1291, 'var2': 310, 'var3': 0}, {'perk': 9104, 'var1': 10, 'var2': 40, 'var3': 0}, {'perk': 8299, 'var1': 1060, 'var2': 0, 'var3': 0}], 'style': 8000}, {'description': 'subStyle', 'selections': [{'perk': 8139, 'var1': 1134, 'var2': 0, 'var3': 0}, {'perk': 8135, 'var1': 450, 'var2': 5, 'var3': 0}], 'style': 8100}]}",114619,41427,14752,1,DUO,0,25,19,21,8,False,,8,1259,131278,51930,0,29250,8265,0,115,97,192,1,2,7667,4869,2267,4,4,1,0,0,0,0,0,True
Malphite,25,0,1,0,54,54,54,81362,11,0,0,0,True,False,False,False,False,False,12918,11730,Invalid,0,1,0,19,0,3,TOP,0,0,1,163,25481,11240,12491,0,0,0,1,0,0,"{'statPerks': {'defense': 5001, 'flex': 5002, 'offense': 5007}, 'styles': [{'description': 'primaryStyle', 'selections': [{'perk': 8437, 'var1': 578, 'var2': 389, 'var3': 0}, {'perk': 8463, 'var1': 2107, 'var2': 0, 'var3': 0}, {'perk': 8429, 'var1': 61, 'var2': 23, 'var3': 13}, {'perk': 8451, 'var1': 309, 'var2': 0, 'var3': 0}], 'style': 8400}, {'description': 'subStyle', 'selections': [{'perk': 9105, 'var1': 10, 'var2': 40, 'var3': 0}, {'perk': 9111, 'var1': 1681, 'var2': 280, 'var3': 0}], 'style': 8000}]}",19253,3488,21045,0,SUPPORT,0,48,41,52,9,False,,36,1259,45874,15768,0,35895,4741,576,52,395,260,5,0,1140,1040,2358,0,0,1,0,0,0,0,0,True
Lulu,34,0,0,0,835,835,835,14542,6,0,0,0,True,False,False,False,False,False,12751,11600,Invalid,0,1,0,9,1,3,TOP,0,2,1,632,25434,7279,10852,0,0,0,0,0,0,"{'statPerks': {'defense': 5002, 'flex': 5008, 'offense': 5007}, 'styles': [{'description': 'primaryStyle', 'selections': [{'perk': 8214, 'var1': 757, 'var2': 1779, 'var3': 0}, {'perk': 8226, 'var1': 250, 'var2': 1325, 'var3': 0}, {'perk': 8210, 'var1': 31, 'var2': 0, 'var3': 0}, {'perk': 8237, 'var1': 555, 'var2': 0, 'var3': 0}], 'style': 8200}, {'description': 'subStyle', 'selections': [{'perk': 8463, 'var1': 1597, 'var2': 0, 'var3': 0}, {'perk': 8453, 'var1': 506, 'var2': 2192, 'var3': 0}], 'style': 8400}]}",6872,523,8041,0,SUPPORT,0,79,40,93,8,False,,43,1259,34007,7803,11225,20975,3876,1631,22,350,144,5,0,1700,0,2081,0,4,1,0,0,0,0,0,True
