championName,assists,baronKills,bountyLevel,consumablesPurchased,damageDealtToBuildings,damageDealtToObjectives,damageDealtToTurrets,damageSelfMitigated,deaths,detectorWardsPlaced,doubleKills,dragonKills,firstBloodAssist,firstBloodKill,firstTowerAssist,firstTowerKill,gameEndedInEarlySurrender,gameEndedInSurrender,goldEarned,goldSpent,individualPosition,inhibitorKills,inhibitorTakedowns,inhibitorsLost,itemsPurchased,killingSprees,kills,lane,largestCriticalStrike,largestKillingSpree,largestMultiKill,longestTimeSpentLiving,magicDamageDealt,magicDamageDealtToChampions,magicDamageTaken,neutralMinionsKilled,nexusKills,nexusLost,nexusTakedowns,objectivesStolen,pentaKills,perks,physicalDamageDealt,physicalDamageDealtToChampions,physicalDamageTaken,quadraKills,role,sightWardsBoughtInGame,spell1Casts,spell2Casts,spell3Casts,spell4Casts,teamEarlySurrendered,teamPosition,timeCCingOthers,timePlayed,totalDamageDealt,totalDamageDealtToChampions,totalDamageShieldedOnTeammates,totalDamageTaken,totalHeal,totalHealsOnTeammates,totalMinionsKilled,totalTimeCCDealt,totalTimeSpentDead,totalUnitsHealed,tripleKills,trueDamageDealt,trueDamageDealtToChampions,trueDamageTaken,turretKills,turretTakedowns,turretsLost,unrealKills,visionScore,visionWardsBoughtInGame,wardsKilled,wardsPlaced,win
Olaf,0,0,1,4,916,1875,916,4716,2,3,0,0,False,False,False,False,False,True,5062,4575,TOP,0,0,0,15,0,2,NONE,0,0,1,508,0,0,2136,0,0,0,0,0,0,"{'statPerks': {'defense': 5002, 'flex': 5008, 'offense': 5005}, 'styles': [{'description': 'primaryStyle', 'selections': [{'perk': 8010, 'var1': 83, 'var2': 0, 'var3': 0}, {'perk': 9111, 'var1': 142, 'var2': 40, 'var3': 0}, {'perk': 9104, 'var1': 0, 'var2': 0, 'var3': 0}, {'perk': 8299, 'var1': 103, 'var2': 0, 'var3': 0}], 'style': 8000}, {'description': 'subStyle', 'selections': [{'perk': 8347, 'var1': 0, 'var2': 0, 'var3': 0}, {'perk': 8345, 'var1': 3, 'var2': 0, 'var3': 0}], 'style': 8300}]}",37906,4230,3929,0,SUPPORT,0,52,8,29,2,False,TOP,7,916,42146,6146,0,7013,1282,0,102,141,42,1,0,4240,1916,948,0,0,1,0,14,3,1,8,True
Udyr,7,0,3,0,0,20922,0,11828,1,0,1,2,False,False,False,False,False,True,6451,5700,JUNGLE,0,0,0,12,1,3,NONE,0,3,2,242,45631,3688,4550,95,0,0,0,0,0,"{'statPerks': {'defense': 5001, 'flex': 5008, 'offense': 5005}, 'styles': [{'description': 'primaryStyle', 'selections': [{'perk': 8010, 'var1': 100, 'var2': 0, 'var3': 0}, {'perk': 9111, 'var1': 669, 'var2': 200, 'var3': 0}, {'perk': 9105, 'var1': 10, 'var2': 30, 'var3': 0}, {'perk': 8299, 'var1': 81, 'var2': 0, 'var3': 0}], 'style': 8000}, {'description': 'subStyle', 'selections': [{'perk': 8429, 'var1': 21, 'var2': 10, 'var3': 11}, {'perk': 8242, 'var1': 25, 'var2': 0, 'var3': 0}], 'style': 8400}]}",30390,2013,9062,0,SUPPORT,0,78,71,66,81,False,JUNGLE,14,916,98664,6000,0,14092,9058,0,21,872,12,1,0,22643,298,479,0,0,1,0,8,0,1,1,True
Jayce,2,0,0,4,3977,3977,3977,3777,1,2,1,0,False,False,False,False,False,True,7691,7150,MIDDLE,0,0,0,16,1,4,NONE,0,4,2,804,6640,2301,4602,0,0,0,0,0,0,"{'statPerks': {'defense': 5003, 'flex': 5008, 'offense': 5008}, 'styles': [{'description': 'primaryStyle', 'selections': [{'perk': 8010, 'var1': 122, 'var2': 0, 'var3': 0}, {'perk': 8009, 'var1': 1391, 'var2': 0, 'var3': 0}, {'perk': 9104, 'var1': 12, 'var2': 50, 'var3': 0}, {'perk': 8299, 'var1': 376, 'var2': 0, 'var3': 0}], 'style': 8000}, {'description': 'subStyle', 'selections': [{'perk': 8345, 'var1': 3, 'var2': 0, 'var3': 0}, {'perk': 8304, 'var1': 9, 'var2': 4, 'var3': 5}], 'style': 8300}]}",72489,10602,1878,0,SUPPORT,0,62,47,41,65,False,MIDDLE,6,916,81167,12990,0,6670,997,0,144,101,35,1,0,2037,86,189,1,1,1,0,10,2,2,4,True
Alistar,7,0,2,4,0,349,0,5379,0,2,0,0,False,False,False,False,False,True,4458,3900,UTILITY,0,0,0,14,1,2,NONE,0,2,1,0,3743,2303,2588,0,0,0,0,0,0,"{'statPerks': {'defense': 5002, 'flex': 5008, 'offense': 5008}, 'styles': [{'description': 'primaryStyle', 'selections': [{'perk': 8351, 'var1': 28, 'var2': 381, 'var3': 0}, {'perk': 8306, 'var1': 4, 'var2': 0, 'var3': 0}, {'perk': 8316, 'var1': 385, 'var2': 0, 'var3': 0}, {'perk': 8347, 'var1': 0, 'var2': 0, 'var3': 0}], 'style': 8300}, {'description': 'subStyle', 'selections': [{'perk': 8473, 'var1': 146, 'var2': 0, 'var3': 0}, {'perk': 8242, 'var1': 10, 'var2': 0, 'var3': 0}], 'style': 8400}]}",3143,575,3195,0,SUPPORT,0,13,11,36,3,False,UTILITY,18,916,15190,3257,0,5783,3990,2709,22,86,0,5,0,8302,378,0,0,0,1,0,21,2,0,10,True
MissFortune,5,0,3,4,1304,7773,1304,2433,1,1,0,0,False,False,False,False,False,True,6890,5875,BOTTOM,0,0,0,13,1,4,NONE,455,3,1,633,1780,389,1927,0,0,0,0,0,0,"{'statPerks': {'defense': 5002, 'flex': 5008, 'offense': 5005}, 'styles': [{'description': 'primaryStyle', 'selections': [{'perk': 8005, 'var1': 579, 'var2': 412, 'var3': 166}, {'perk': 8009, 'var1': 1189, 'var2': 0, 'var3': 0}, {'perk': 9103, 'var1': 15, 'var2': 10, 'var3': 0}, {'perk': 8014, 'var1': 207, 'var2': 0, 'var3': 0}], 'style': 8000}, {'description': 'subStyle', 'selections': [{'perk': 8345, 'var1': 3, 'var2': 0, 'var3': 0}, {'perk': 8347, 'var1': 0, 'var2': 0, 'var3': 0}], 'style': 8300}]}",49173,9910,3706,0,SUPPORT,0,45,28,17,3,False,BOTTOM,2,916,53804,10299,0,5992,618,0,127,58,21,1,0,2850,0,357,0,0,1,0,16,1,4,6,True
Fiora,0,0,2,4,2101,2101,2101,6612,0,0,0,0,False,True,False,False,False,True,6610,6025,TOP,0,0,0,15,1,2,NONE,314,2,1,0,1924,1154,918,0,0,0,0,0,0,"{'statPerks': {'defense': 5002, 'flex': 5008, 'offense': 5005}, 'styles': [{'description': 'primaryStyle', 'selections': [{'perk': 8437, 'var1': 510, 'var2': 327, 'var3': 0}, {'perk': 8446, 'var1': 1076, 'var2': 0, 'var3': 0}, {'perk': 8444, 'var1': 658, 'var2': 0, 'var3': 0}, {'perk': 8451, 'var1': 129, 'var2': 0, 'var3': 0}], 'style': 8400}, {'description': 'subStyle', 'selections': [{'perk': 8226, 'var1': 250, 'var2': 327, 'var3': 0}, {'perk': 8237, 'var1': 295, 'var2': 0, 'var3': 0}], 'style': 8200}]}",45300,4332,6922,0,DUO,0,89,8,17,2,False,TOP,2,916,54556,6634,0,9265,3457,228,128,38,0,3,0,7331,1146,1423,1,1,2,0,8,1,1,4,False
Maokai,2,0,0,1,0,15996,0,9467,3,1,0,0,False,False,False,False,False,True,5550,4525,JUNGLE,0,0,0,11,0,1,NONE,0,0,1,370,67984,4858,3747,88,0,0,0,0,0,"{'statPerks': {'defense': 5001, 'flex': 5008, 'offense': 5007}, 'styles': [{'description': 'primaryStyle', 'selections': [{'perk': 8369, 'var1': 202, 'var2': 191, 'var3': 0}, {'perk': 8304, 'var1': 10, 'var2': 3, 'var3': 0}, {'perk': 8321, 'var1': 1, 'var2': 0, 'var3': 0}, {'perk': 8410, 'var1': 25, 'var2': 0, 'var3': 0}], 'style': 8300}, {'description': 'subStyle', 'selections': [{'perk': 8126, 'var1': 282, 'var2': 0, 'var3': 0}, {'perk': 8106, 'var1': 3, 'var2': 0, 'var3': 0}], 'style': 8100}]}",15183,643,14280,0,SUPPORT,0,78,9,45,3,False,JUNGLE,14,916,108366,6173,0,18422,10816,0,13,343,54,1,0,25198,671,394,0,0,2,0,6,1,0,2,False
Sylas,2,0,0,2,811,811,811,7706,4,0,0,0,False,False,False,False,False,True,4077,3675,MIDDLE,0,0,0,11,0,0,NONE,0,0,0,472,27668,4048,2880,0,0,0,0,0,0,"{'statPerks': {'defense': 5002, 'flex': 5008, 'offense': 5008}, 'styles': [{'description': 'primaryStyle', 'selections': [{'perk': 8010, 'var1': 16, 'var2': 0, 'var3': 0}, {'perk': 8009, 'var1': 326, 'var2': 0, 'var3': 0}, {'perk': 9105, 'var1': 0, 'var2': 0, 'var3': 0}, {'perk': 8299, 'var1': 184, 'var2': 0, 'var3': 0}], 'style': 8000}, {'description': 'subStyle', 'selections': [{'perk': 8444, 'var1': 482, 'var2': 0, 'var3': 0}, {'perk': 8451, 'var1': 113, 'var2': 0, 'var3': 0}], 'style': 8400}]}",5651,160,8645,0,SUPPORT,0,38,20,46,12,False,MIDDLE,5,916,36669,4209,0,11721,980,0,80,162,90,1,0,3350,0,196,0,0,2,0,6,1,0,5,False
Samira,0,0,0,0,0,107,0,3619,5,0,0,0,False,False,False,False,False,True,3619,2950,BOTTOM,0,0,0,9,0,0,NONE,0,0,0,365,3141,502,2270,0,0,0,0,0,0,"{'statPerks': {'defense': 5002, 'flex': 5008, 'offense': 5005}, 'styles': [{'description': 'primaryStyle', 'selections': [{'perk': 8010, 'var1': 24, 'var2': 0, 'var3': 0}, {'perk': 9111, 'var1': 0, 'var2': 0, 'var3': 0}, {'perk': 9103, 'var1': 0, 'var2': 0, 'var3': 0}, {'perk': 8017, 'var1': 330, 'var2': 0, 'var3': 0}], 'style': 8000}, {'description': 'subStyle', 'selections': [{'perk': 8135, 'var1': 0, 'var2': 0, 'var3': 0}, {'perk': 8138, 'var1': 0, 'var2': 0, 'var3': 0}], 'style': 8100}]}",20665,3723,4777,0,SUPPORT,0,47,10,7,2,False,BOTTOM,0,916,23807,4226,0,7562,19,0,69,3,79,1,0,0,0,513,0,0,2,0,13,0,5,4,False
Morgana,1,0,0,5,0,0,0,3896,3,3,0,0,False,False,False,False,False,True,4891,4425,UTILITY,0,0,0,12,0,2,NONE,0,0,1,461,6305,3897,1302,0,0,0,0,0,0,"{'statPerks': {'defense': 5002, 'flex': 5008, 'offense': 5007}, 'styles': [{'description': 'primaryStyle', 'selections': [{'perk': 8214, 'var1': 398, 'var2': 41, 'var3': 0}, {'perk': 8226, 'var1': 250, 'var2': 129, 'var3': 0}, {'perk': 8210, 'var1': 0, 'var2': 0, 'var3': 0}, {'perk': 8237, 'var1': 353, 'var2': 0, 'var3': 0}], 'style': 8200}, {'description': 'subStyle', 'selections': [{'perk': 8313, 'var1': 0, 'var2': 0, 'var3': 0}, {'perk': 8347, 'var1': 0, 'var2': 0, 'var3': 0}], 'style': 8300}]}",1681,519,5288,0,SUPPORT,0,32,23,13,3,False,UTILITY,29,916,8142,4572,302,6741,538,0,14,42,33,1,0,156,156,150,0,0,2,0,20,3,2,10,False
Jax,1,0,0,5,637,637,637,6726,2,1,0,0,False,False,False,False,False,True,5399,5100,TOP,0,0,0,16,1,2,NONE,0,2,1,820,20488,3951,2541,0,0,0,0,0,0,"{'statPerks': {'defense': 5002, 'flex': 5008, 'offense': 5005}, 'styles': [{'description': 'primaryStyle', 'selections': [{'perk': 8008, 'var1': 7, 'var2': 1, 'var3': 0}, {'perk': 8009, 'var1': 649, 'var2': 0, 'var3': 0}, {'perk': 9105, 'var1': 0, 'var2': 0, 'var3': 0}, {'perk': 8299, 'var1': 350, 'var2': 0, 'var3': 0}], 'style': 8000}, {'description': 'subStyle', 'selections': [{'perk': 8446, 'var1': 461, 'var2': 0, 'var3': 0}, {'perk': 8444, 'var1': 706, 'var2': 0, 'var3': 0}], 'style': 8400}]}",31559,5931,9073,0,DUO,0,26,42,38,4,False,TOP,10,928,52048,9883,0,11615,1639,0,116,81,65,1,0,0,0,0,0,0,2,0,8,2,1,4,False
Sejuani,6,0,0,4,0,1409,0,12116,2,2,0,0,False,False,False,False,False,True,4942,4925,JUNGLE,0,0,0,14,0,0,NONE,0,0,0,690,19334,2044,3708,75,0,0,0,0,0,"{'statPerks': {'defense': 5001, 'flex': 5002, 'offense': 5005}, 'styles': [{'description': 'primaryStyle', 'selections': [{'perk': 8439, 'var1': 114, 'var2': 424, 'var3': 0}, {'perk': 8463, 'var1': 426, 'var2': 0, 'var3': 0}, {'perk': 8429, 'var1': 22, 'var2': 12, 'var3': 10}, {'perk': 8451, 'var1': 33, 'var2': 0, 'var3': 0}], 'style': 8400}, {'description': 'subStyle', 'selections': [{'perk': 9111, 'var1': 288, 'var2': 120, 'var3': 0}, {'perk': 9105, 'var1': 13, 'var2': 40, 'var3': 0}], 'style': 8000}]}",39934,2587,11440,0,SUPPORT,0,24,53,44,3,False,JUNGLE,15,928,79771,5171,0,15357,6394,349,13,162,10,4,0,20502,539,209,0,0,2,0,10,3,1,3,False
KSante,0,0,0,4,497,497,497,11006,6,1,0,0,False,False,False,False,False,True,5035,5125,MIDDLE,0,0,0,15,1,3,NONE,0,2,1,329,327,327,6523,0,0,0,0,0,0,"{'statPerks': {'defense': 5003, 'flex': 5008, 'offense': 5005}, 'styles': [{'description': 'primaryStyle', 'selections': [{'perk': 8439, 'var1': 174, 'var2': 490, 'var3': 0}, {'perk': 8446, 'var1': 334, 'var2': 0, 'var3': 0}, {'perk': 8444, 'var1': 777, 'var2': 0, 'var3': 0}, {'perk': 8451, 'var1': 117, 'var2': 0, 'var3': 0}], 'style': 8400}, {'description': 'subStyle', 'selections': [{'perk': 8345, 'var1': 3, 'var2': 0, 'var3': 0}, {'perk': 8347, 'var1': 0, 'var2': 0, 'var3': 0}], 'style': 8300}]}",40698,4127,7110,0,SUPPORT,0,96,14,26,2,False,MIDDLE,15,928,41196,4547,333,13769,279,0,88,197,76,1,0,170,92,135,0,0,2,0,5,1,0,4,False
Ezreal,2,0,0,3,722,722,722,3845,6,1,0,0,False,False,False,False,False,True,6784,6408,BOTTOM,0,0,0,15,1,5,NONE,0,3,1,330,4670,2184,4042,0,0,0,0,0,0,"{'statPerks': {'defense': 5002, 'flex': 5008, 'offense': 5005}, 'styles': [{'description': 'primaryStyle', 'selections': [{'perk': 8369, 'var1': 362, 'var2': 296, 'var3': 0}, {'perk': 8304, 'var1': 9, 'var2': 0, 'var3': 0}, {'perk': 8345, 'var1': 3, 'var2': 0, 'var3': 0}, {'perk': 8347, 'var1': 0, 'var2': 0, 'var3': 0}], 'style': 8300}, {'description': 'subStyle', 'selections': [{'perk': 8009, 'var1': 1395, 'var2': 0, 'var3': 0}, {'perk': 9103, 'var1': 0, 'var2': 0, 'var3': 0}], 'style': 8000}]}",46404,8364,5644,0,SUPPORT,0,112,25,19,4,False,BOTTOM,0,928,51419,10892,0,9773,564,0,112,12,79,1,0,343,343,85,0,0,2,0,8,1,1,5,False
Neeko,2,0,0,2,444,719,444,2932,4,0,0,0,False,False,False,False,False,True,4259,3485,UTILITY,0,0,0,11,0,1,NONE,0,0,1,579,11222,4445,2997,0,0,0,0,0,0,"{'statPerks': {'defense': 5002, 'flex': 5008, 'offense': 5005}, 'styles': [{'description': 'primaryStyle', 'selections': [{'perk': 8112, 'var1': 495, 'var2': 0, 'var3': 0}, {'perk': 8139, 'var1': 312, 'var2': 0, 'var3': 0}, {'perk': 8136, 'var1': 3, 'var2': 6, 'var3': 0}, {'perk': 8105, 'var1': 6, 'var2': 2, 'var3': 0}], 'style': 8100}, {'description': 'subStyle', 'selections': [{'perk': 8444, 'var1': 390, 'var2': 0, 'var3': 0}, {'perk': 8451, 'var1': 36, 'var2': 0, 'var3': 0}], 'style': 8400}]}",3611,817,5083,0,SUPPORT,0,28,65,22,2,False,UTILITY,17,928,15304,5733,0,8412,270,0,14,52,69,1,0,470,470,332,0,0,2,0,31,0,3,17,False
